species,age,weight,affection,appetite,vaccinated,injury,wound,overall_health
Cow,13,4.35,2.8,6.0,1,1,0,43.7307
Dog,15,37.13,4.1,7.0,0,0,1,11.1227
Rabbit,2,48.81,5.7,7.2,0,1,1,7.26
Cat,10,44.12,3.5,1.8,0,1,1,10.6001
Dog,5,46.63,9.6,1.2,0,0,1,25.1415
Dog,3,18.65,1.8,6.9,1,0,0,60.9848
Cat,12,28.64,2.2,1.8,1,1,1,3.2873
Cow,14,14.51,9.7,4.9,0,0,0,1.9062
Dog,5,3.05,9.1,4.4,1,0,1,13.8702
Cat,3,7.8,4.5,1.7,1,1,1,34.7311
Cow,1,32.0,7.8,6.8,1,1,0,48.4316
Dog,13,37.21,2.6,1.3,0,1,1,36.058
Cow,6,13.71,3.8,2.2,0,1,1,47.6611
Rabbit,9,14.25,2.8,7.5,1,0,0,51.2923
Cat,12,31.1,8.7,4.7,1,0,1,47.6287
Cat,6,32.08,9.4,7.3,0,1,1,25.5965
Cow,3,23.26,2.5,7.8,1,0,0,69.6419
Cat,7,49.55,9.3,6.1,1,1,1,28.4646
Dog,4,40.56,4.6,8.1,0,1,0,6.8196
Cow,10,16.9,5.6,2.9,0,0,0,8.5012
Cow,12,2.49,7.2,7.6,1,1,0,48.2195
Rabbit,7,28.82,10.0,6.0,0,1,0,32.0383
Cow,1,41.09,4.0,6.8,0,1,0,48.6394
Cow,13,28.31,2.8,5.2,1,0,1,24.9094
Dog,8,30.45,6.0,5.2,0,0,1,19.4645
Rabbit,9,38.26,8.9,1.5,0,1,0,0.2519
Cow,2,25.78,4.3,9.0,0,0,1,16.8128
Cat,6,36.46,8.3,5.0,0,0,1,10.069
Rabbit,10,2.96,2.7,7.2,0,1,0,5.1956
Dog,3,2.39,2.6,4.3,0,1,0,38.7543
Rabbit,7,26.94,8.9,4.7,1,0,0,81.7108
Cat,11,27.68,1.7,4.9,1,0,0,60.0976
Dog,5,25.29,8.7,1.6,0,0,1,37.9529
Cow,5,21.77,8.3,4.6,0,1,0,30.3959
Dog,4,31.27,6.5,5.2,0,1,0,2.3356
Dog,5,39.82,5.8,1.9,1,0,0,60.4728
Rabbit,5,2.74,2.0,1.9,1,1,1,8.2438
Dog,12,20.74,7.6,8.2,1,0,1,20.3175
Cat,10,26.06,3.3,9.9,0,0,1,13.524
Dog,1,8.41,4.1,2.3,0,0,1,37.8474
Cat,13,34.91,3.3,4.0,1,0,0,66.7242
Cat,8,27.18,9.8,4.5,0,1,0,46.6901
Rabbit,14,37.37,5.2,9.9,0,0,0,40.393
Dog,6,23.6,5.0,4.3,1,0,0,83.3898
Cat,12,19.97,9.1,5.9,1,0,0,79.7395
Cow,10,21.21,1.3,4.6,1,1,0,26.2096
Cow,11,39.74,8.0,4.6,1,0,0,92.7235
Rabbit,4,4.65,7.3,9.9,1,0,0,74.9354
Dog,4,35.01,9.9,1.0,0,0,0,37.2408
Rabbit,12,49.35,1.5,6.8,0,0,1,18.6615
Cow,12,29.03,7.2,3.9,0,0,1,13.2664
Cow,6,48.51,9.4,8.4,1,1,0,37.4368
Cow,10,38.52,7.9,6.3,1,1,0,19.4352
Rabbit,14,6.54,8.5,5.1,1,1,1,38.801
Dog,10,8.64,5.3,8.9,1,1,1,14.2013
Cow,4,45.93,4.1,3.5,0,0,0,0.225
Rabbit,15,6.03,9.2,4.8,0,0,1,10.086
Dog,9,14.78,9.7,5.5,1,0,0,51.3291
Dog,9,7.43,7.9,4.4,0,0,1,38.6314
Rabbit,5,20.63,9.4,1.1,1,1,0,14.3098
Cow,2,21.25,8.6,6.9,0,1,1,24.2414
Rabbit,3,28.89,3.1,1.3,1,0,0,90.7405
Cow,1,15.21,1.1,3.9,1,1,1,37.0284
Cow,4,4.52,6.4,2.7,0,0,1,47.3031
Rabbit,10,42.31,6.1,8.3,1,0,0,75.7505
Cow,4,24.71,5.0,5.1,0,1,0,21.0674
Cat,13,46.17,3.4,2.5,1,0,0,83.0739
Dog,15,45.66,3.2,1.4,1,0,1,22.7244
Cow,9,32.03,9.8,2.5,0,1,1,30.4022
Cat,4,19.23,2.2,6.5,1,0,0,78.4964
Cat,14,26.3,1.8,6.8,1,1,0,8.2418
Cow,6,10.4,4.4,8.1,1,1,0,39.5126
Rabbit,8,5.18,3.6,9.5,0,1,0,27.3335
Cow,11,7.28,8.1,4.0,1,0,0,81.173
Dog,8,19.69,3.6,4.6,0,0,0,43.5212
Cow,10,12.59,6.2,1.4,1,0,0,63.1389
Dog,4,6.97,1.8,5.0,1,1,1,32.0583
Cat,6,34.9,7.0,5.7,0,1,0,17.706
Cat,10,40.46,1.2,7.9,1,1,1,19.7489
Cat,12,4.29,8.5,9.3,0,1,0,38.4603
Dog,12,23.69,9.3,2.5,0,1,0,25.27
Cow,8,37.96,1.5,5.6,0,0,1,12.4857
Cat,12,45.19,4.2,9.8,0,0,1,20.3926
Rabbit,7,24.17,6.5,6.2,1,1,1,27.6711
Dog,4,33.1,3.0,1.8,0,1,0,33.8416
Cow,7,44.22,4.3,7.3,1,1,0,9.3746
Rabbit,12,14.87,4.4,5.9,1,0,0,61.5852
Cat,11,11.35,6.1,7.4,1,0,0,92.2164
Rabbit,10,18.83,4.7,6.7,0,1,1,1.4245
Rabbit,13,39.21,5.7,9.7,1,1,1,15.3965
Cow,3,6.83,8.4,4.4,1,1,1,5.3549
Rabbit,10,23.64,1.3,3.9,0,0,0,11.9886
Cow,12,12.65,2.3,5.5,0,1,0,38.0222
Cat,1,15.85,6.1,9.3,0,0,0,33.2332
Cat,2,35.55,8.4,9.3,0,1,0,4.2099
Rabbit,4,25.71,9.3,6.0,0,0,1,14.6643
Rabbit,1,41.72,9.3,8.2,1,0,1,43.5596
Rabbit,8,49.94,9.5,1.3,0,0,1,2.6357
Cow,2,49.29,8.7,6.8,1,1,1,27.0242
Rabbit,1,5.23,8.1,4.5,1,1,1,0.6917
Dog,13,38.6,4.1,3.7,1,0,1,11.3812
Dog,9,4.77,1.4,8.6,0,0,1,43.4521
Rabbit,10,29.25,2.6,8.4,1,0,1,9.245
Cow,10,29.79,1.5,8.5,0,0,0,29.2185
Cat,7,37.29,10.0,6.0,0,1,1,15.3217
Dog,6,14.41,5.2,5.1,0,0,1,3.0905
Cat,4,26.71,6.1,1.2,1,1,0,18.8121
Rabbit,3,21.53,8.6,1.2,0,0,0,13.4787
Rabbit,10,43.47,9.2,9.0,1,0,0,53.4327
Dog,15,26.64,9.9,8.5,0,0,0,10.5978
Cow,3,44.67,2.1,7.3,0,1,0,16.1707
Cow,13,1.37,8.4,3.8,1,1,0,6.3686
Rabbit,2,14.77,6.3,1.8,1,0,0,71.7552
Cat,2,4.52,8.1,2.1,1,1,1,32.2232
Cat,12,7.61,6.5,8.5,1,0,1,32.5258
Cat,14,46.38,2.0,8.5,1,0,1,20.4714
Dog,15,41.05,8.8,1.8,0,0,1,30.6808
Cat,7,23.56,9.8,7.0,1,1,0,24.3876
Cat,5,9.62,5.9,9.0,1,1,1,15.5663
Cow,2,11.25,9.0,5.0,0,0,0,45.7827
Cat,12,35.34,8.8,6.3,0,1,1,46.9987
Dog,8,38.84,5.0,4.9,0,1,1,9.6121
Cow,12,15.2,8.7,2.9,0,1,0,45.5319
Cow,7,25.71,4.9,9.8,0,0,0,3.5833
Rabbit,3,26.17,1.7,4.6,0,1,1,32.7345
Dog,6,2.18,7.0,9.1,0,1,0,35.4458
Cow,10,17.12,9.5,4.6,0,1,1,1.6444
Cat,10,5.1,7.3,9.4,1,1,1,22.6357
Cow,9,10.1,1.3,5.2,1,1,0,17.812
Rabbit,11,29.74,5.1,1.0,1,0,0,83.1529
Cow,9,34.5,3.2,5.5,0,1,0,4.3615
Cat,1,41.04,9.6,4.1,1,0,0,53.9589
Dog,2,19.53,7.8,1.7,1,1,1,31.8165
Cow,6,47.95,5.3,1.4,0,0,0,11.9169
Cat,8,42.98,5.9,8.8,1,0,1,42.35
Rabbit,8,44.1,6.7,6.7,0,1,1,2.0001
Rabbit,1,36.44,6.5,4.0,1,0,0,59.2177
Cow,3,2.47,3.9,6.4,1,1,1,38.2486
Dog,14,21.8,3.4,6.2,1,0,0,61.0843
Dog,10,16.06,9.5,4.8,0,0,0,31.7628
Rabbit,1,37.49,5.3,2.3,0,1,1,30.0498
Rabbit,11,45.05,6.8,1.5,0,0,0,29.5779
Cow,1,49.62,7.5,5.8,1,0,0,88.1346
Cow,13,7.19,1.7,8.9,0,1,1,35.5501
Cow,14,44.13,7.9,7.1,1,0,1,24.984
Cow,9,34.97,6.2,1.3,0,0,0,7.6886
Cow,8,20.09,4.3,5.5,0,0,1,35.3806
Rabbit,8,43.48,4.4,1.9,1,0,0,75.4809
Dog,1,28.66,5.4,1.5,0,1,0,0.1213
Rabbit,8,20.65,6.7,8.5,1,0,0,82.5726
Dog,3,24.81,6.0,4.9,1,0,1,44.4262
Rabbit,13,24.71,7.0,7.5,0,1,0,32.4012
Rabbit,3,34.35,1.5,2.8,1,0,0,79.7692
Dog,13,17.56,1.3,5.4,0,1,0,29.8307
Cat,3,11.44,5.9,2.2,0,0,1,25.3463
Cat,5,36.91,7.8,5.7,0,0,1,0.197
Rabbit,2,21.66,9.4,2.6,0,1,1,32.5209
Cat,8,28.57,1.6,3.0,1,0,0,90.5367
Rabbit,2,47.21,7.5,6.8,0,1,0,18.2156
Cow,8,35.58,4.7,3.8,0,0,1,14.5852
Cow,4,19.45,5.9,4.6,0,0,1,10.3973
Dog,2,44.88,4.4,6.7,0,1,1,14.7241
Rabbit,11,26.14,8.3,5.1,0,0,1,11.7848
Rabbit,15,22.15,3.8,5.5,1,0,1,9.3441
Cat,1,49.73,6.9,3.3,0,1,1,3.6128
Cow,4,43.88,7.4,2.2,1,1,1,17.2927
Dog,2,38.1,1.4,2.1,1,0,1,37.411
Cat,2,11.7,4.6,1.6,0,0,1,32.3806
Rabbit,4,33.22,8.9,9.1,0,0,1,21.1935
Cow,12,32.61,9.8,4.5,0,1,1,15.2844
Cat,10,20.3,8.0,9.1,0,1,0,15.967
Rabbit,4,10.98,3.2,8.3,1,0,1,38.7558
Dog,6,47.67,6.3,9.8,1,0,0,77.1948
Rabbit,5,47.91,4.7,7.0,0,0,0,13.0592
Rabbit,4,48.47,9.1,6.8,0,0,0,0.3858
Rabbit,10,6.59,9.2,7.3,0,1,0,39.1765
Cat,1,30.51,8.5,9.8,1,0,0,93.9232
Cat,1,40.89,1.8,7.7,0,1,0,30.9656
Dog,1,22.48,2.2,4.1,1,1,1,4.6406
Cow,4,35.49,3.2,9.1,0,1,1,42.8847
Cow,6,40.56,5.8,8.4,0,1,1,15.8849
Cat,4,4.62,4.4,4.3,1,1,1,11.1042
Cat,1,15.07,5.2,6.5,1,1,1,35.9256
Cow,4,20.13,3.8,8.0,0,0,0,26.8892
Cow,3,30.75,8.4,3.6,1,1,1,39.7078
Cat,5,7.56,8.8,3.4,0,1,0,13.4602
Rabbit,3,46.74,4.4,3.4,1,1,1,43.8209
Rabbit,15,46.42,2.7,3.9,1,0,0,87.4822
Cow,14,23.46,7.4,4.5,1,0,1,10.529
Dog,9,26.8,4.7,6.9,0,1,1,22.4629
Cow,3,25.1,3.7,5.6,1,1,0,17.6739
Cow,3,32.59,8.3,8.0,1,0,0,51.2068
Cow,7,39.89,9.3,1.3,1,0,1,6.4872
Rabbit,7,13.62,1.4,7.6,1,1,0,45.261
Rabbit,5,32.74,3.0,4.8,0,1,1,12.0011
Cow,2,28.44,9.7,1.2,1,0,1,14.2729
Cow,13,31.75,9.0,7.2,1,1,1,36.1985
Cat,11,3.61,9.9,7.6,0,0,1,19.2066
Cow,3,15.02,8.8,1.4,1,0,0,95.6779
Cow,8,4.22,1.7,6.1,1,1,0,33.331
Cat,10,4.78,8.3,9.8,0,1,1,6.6631
Dog,13,46.79,4.0,8.1,1,1,1,23.4748
Dog,9,29.86,3.1,3.6,0,0,1,36.4691
Dog,12,26.46,2.8,2.6,0,0,0,32.4289
Cat,8,18.88,6.4,4.1,1,0,0,76.5269
Dog,3,5.04,3.7,8.2,1,1,0,23.1647
Cow,14,1.98,8.9,9.5,0,0,1,34.6632
Dog,15,40.91,3.9,1.7,1,1,0,2.7014
Dog,11,13.28,5.9,8.4,1,0,1,30.3138
Rabbit,4,31.74,5.3,1.1,1,1,1,17.3419
Cat,15,15.41,5.2,1.2,1,0,0,95.2215
Cat,2,27.82,9.9,4.0,0,1,1,2.798
Rabbit,4,13.28,4.1,7.0,0,1,1,14.6467
Cat,4,39.63,9.1,6.3,0,1,0,16.5227
Dog,14,17.27,3.0,6.9,0,1,0,10.4102
Cat,7,38.75,4.3,2.4,1,0,1,32.0553
Dog,4,43.42,2.1,6.9,0,1,1,43.7633
Cat,7,25.77,2.8,4.6,0,0,1,45.3285
Dog,7,15.73,3.8,8.7,0,0,1,21.2133
Cow,11,33.04,1.9,3.7,1,1,0,26.6388
Rabbit,6,3.19,3.7,3.9,1,1,1,11.3866
Rabbit,13,6.45,1.4,6.9,1,1,1,40.6965
Cow,7,17.89,5.5,3.3,0,0,1,38.0479
Dog,2,11.69,5.6,5.8,1,0,0,67.1263
Dog,3,18.34,1.3,9.6,0,1,1,15.7335
Rabbit,14,11.75,4.4,2.9,1,0,0,84.0781
Rabbit,3,35.09,6.3,1.0,1,1,1,10.9716
Cat,11,17.77,6.8,9.6,1,0,0,79.2766
Cat,6,27.28,9.7,3.1,0,0,0,47.409
Cow,12,37.22,1.5,4.2,0,0,0,7.5574
Cat,5,21.29,7.6,7.4,0,1,0,31.4888
Cat,7,47.94,3.0,3.0,1,0,0,75.0049
Rabbit,5,49.67,8.8,8.0,1,0,1,30.1313
Cat,13,3.28,7.0,8.5,1,1,1,30.2666
Cow,15,41.73,9.0,9.8,0,0,1,17.1652
Cow,8,9.15,7.5,9.1,0,1,0,23.7438
Rabbit,13,39.35,2.0,1.5,1,1,1,35.1962
Dog,14,2.07,5.4,9.4,1,0,1,42.5129
Cat,4,7.87,10.0,7.0,0,0,1,44.22
Cow,1,41.33,6.9,5.6,0,0,0,39.4779
Dog,12,49.93,1.1,6.1,1,1,1,34.3311
Cow,1,40.17,5.2,7.4,1,1,1,15.9287
Dog,1,42.75,9.0,2.2,1,1,1,41.2069
Cow,2,40.6,6.6,4.6,0,0,0,0.2739
Cow,14,33.93,6.2,7.5,1,1,1,42.982
Rabbit,5,11.68,1.8,8.3,1,1,0,6.2666
Rabbit,2,15.79,1.6,1.9,1,1,0,8.3698
Cow,11,8.36,3.0,4.9,0,1,0,30.812
Cow,7,35.68,6.9,4.9,1,1,0,13.8889
Cow,13,24.57,3.8,4.5,1,0,0,85.6433
Cow,7,1.62,2.1,2.6,1,1,1,38.514
Rabbit,5,1.75,3.2,1.1,0,0,0,35.4067
Cat,13,20.96,2.4,5.7,1,1,0,44.427
Cow,14,4.8,7.5,2.0,1,0,1,34.4388
Cat,12,41.2,8.8,6.3,0,1,0,43.7017
Cat,10,45.17,4.5,9.0,1,0,0,77.1022
Dog,6,37.47,1.8,3.6,0,1,0,8.461
Dog,12,23.94,1.2,4.7,1,1,1,45.9754
Rabbit,3,45.87,6.8,9.1,1,0,0,69.7148
Rabbit,7,47.72,2.5,5.8,0,1,0,35.4224
Cat,7,1.44,3.2,3.0,1,0,1,15.0298
Cow,12,15.72,5.8,2.5,0,1,1,36.6046
Cow,6,18.34,2.2,8.4,0,0,1,35.0389
Rabbit,4,39.3,7.2,3.8,0,1,0,11.1324
Dog,3,8.58,9.0,5.8,0,0,1,18.2308
Rabbit,5,17.77,2.8,7.3,0,1,1,31.6625
Dog,13,38.85,8.6,3.6,0,1,0,29.5532
Dog,5,32.31,5.8,7.5,0,1,1,15.1372
Cow,12,48.53,10.0,1.7,1,0,1,25.5869
Cat,11,11.2,1.9,6.9,0,1,0,9.7703
Cat,6,35.97,2.6,5.4,1,0,0,78.4105
Dog,4,29.63,7.5,6.7,0,0,0,16.2838
Rabbit,6,37.53,3.0,1.9,0,1,1,40.7916
Cow,2,23.71,7.9,2.1,0,1,0,44.5279
Cat,5,49.52,1.5,9.5,1,1,0,21.901
Cat,1,2.49,4.1,4.7,1,1,1,44.5921
Cat,6,41.58,6.9,5.6,1,1,0,1.2574
Rabbit,1,24.64,2.2,8.2,1,0,0,81.4637
Dog,13,4.52,3.4,7.8,1,0,1,3.4199
Rabbit,7,5.51,7.4,2.5,1,1,0,27.2589
Dog,9,39.74,5.7,1.4,1,1,0,3.9593
Cat,9,41.1,9.9,2.5,0,1,1,1.0729
Cat,4,21.92,2.1,3.6,1,1,0,16.1869
Dog,3,40.99,9.1,6.8,0,1,1,0.2644
Cat,14,22.33,1.4,4.9,1,0,0,94.0556
Cow,11,1.8,6.8,4.3,1,1,1,38.0686
Rabbit,9,40.67,2.7,7.5,1,1,1,43.5768
Cow,14,38.23,6.6,5.7,0,0,0,41.9101
Cow,5,21.63,8.3,8.3,0,0,0,19.32
Rabbit,10,40.4,5.2,3.6,0,0,0,46.3144
Cow,13,46.05,6.6,5.4,0,1,0,12.9693
Cow,9,15.99,6.2,9.9,1,1,0,31.5239
Dog,12,2.18,5.2,2.0,1,0,0,69.3049
Cow,2,45.18,5.8,3.2,0,1,0,20.3535
Cat,6,23.24,6.8,5.7,1,0,1,3.601
Cat,4,44.27,2.3,4.4,0,0,1,42.5904
Cat,6,46.76,1.7,8.4,0,1,0,16.6429
Cow,11,8.05,6.7,9.9,1,0,0,58.2431
Dog,4,2.04,8.9,2.1,0,1,0,44.1865
Rabbit,5,47.65,8.7,4.3,0,0,0,15.7733
Rabbit,13,8.95,6.9,6.7,0,0,1,3.1436
Cow,7,11.76,2.0,6.4,0,1,0,21.5866
Dog,13,10.61,7.6,7.3,0,0,1,32.7992
Rabbit,14,13.02,3.6,1.7,0,1,0,18.4266
Cat,12,14.27,9.0,5.6,0,1,1,19.9813
Dog,7,34.35,7.9,5.3,0,0,1,14.977
Rabbit,1,3.18,1.6,7.0,1,0,1,47.6758
Cow,1,46.08,3.1,6.4,0,1,1,0.1494
Dog,1,26.24,8.6,6.0,1,0,1,36.2479
Cat,1,47.38,5.0,8.6,0,1,1,26.0538
Rabbit,5,7.81,2.8,7.5,0,1,0,11.6742
Rabbit,10,4.39,3.9,9.7,1,1,1,35.0649
Cow,5,22.13,7.1,6.0,0,0,1,25.2326
Rabbit,11,39.95,3.2,6.9,0,0,0,10.8695
Cat,1,5.37,1.4,1.2,0,0,1,34.3032
Dog,5,1.81,9.2,5.3,1,0,1,17.2589
Dog,3,11.94,6.7,7.2,1,1,1,40.4418
Rabbit,5,39.68,9.0,4.8,0,1,0,20.8967
Cat,4,20.21,7.8,8.9,0,0,1,0.4006
Dog,12,4.07,4.3,3.1,0,0,1,23.8086
Cow,15,3.25,5.1,3.1,1,0,1,34.6172
Dog,11,41.75,1.7,3.1,0,0,0,28.1504
Rabbit,1,7.62,5.1,4.6,1,0,1,19.9619
Cat,12,33.66,6.3,7.6,0,0,0,43.8824
Rabbit,9,41.84,9.6,3.9,1,0,0,56.3424
Dog,9,37.08,5.5,1.6,0,0,0,23.5727
Cow,7,31.72,6.4,1.2,0,1,0,27.8988
Rabbit,4,19.73,4.8,6.5,1,0,0,55.0849
Cow,3,48.7,4.9,5.9,0,0,1,47.5827
Cow,13,41.78,7.5,3.5,0,1,0,36.9882
Dog,12,6.44,1.7,3.8,0,0,0,11.4825
Cow,10,36.15,3.2,7.9,1,0,0,71.7689
Dog,9,44.85,8.2,6.1,1,1,1,30.54
Cat,6,15.51,9.8,4.7,0,1,0,38.5625
Dog,2,39.09,7.4,7.4,1,0,0,86.8273
Dog,7,4.85,3.4,6.9,0,1,0,44.769
Cat,4,35.57,5.2,7.0,0,0,0,36.7362
Rabbit,1,31.73,2.0,6.2,1,1,0,44.0908
Dog,13,28.58,5.1,3.6,0,0,1,12.6541
Cow,12,26.62,2.6,7.0,0,1,1,34.7666
Cat,12,47.79,6.1,7.3,1,1,1,5.5881
Rabbit,8,21.0,3.1,5.6,0,1,1,22.1935
Rabbit,13,49.27,2.5,9.9,1,0,0,63.7134
Cow,7,2.3,9.4,6.4,0,0,0,45.2055
Rabbit,6,14.12,2.7,7.2,0,1,0,28.9887
Dog,2,3.91,8.7,3.8,1,1,1,43.5327
Rabbit,7,47.22,7.8,3.1,1,1,0,38.7779
Cat,5,48.63,4.8,7.3,0,0,0,36.3243
Rabbit,15,5.93,4.9,6.7,0,1,0,28.3015
Cat,5,9.5,4.0,3.4,1,1,0,5.7085
Cat,11,2.24,2.3,1.9,1,1,0,39.8387
Cat,3,33.69,9.5,6.8,0,1,1,22.079
Cow,6,44.83,3.5,5.0,1,0,1,37.203
Rabbit,10,41.02,5.4,5.6,1,1,0,38.0673
Cat,8,22.42,1.3,6.2,0,1,0,12.6101
Cow,7,5.96,4.3,7.8,0,0,1,10.4752
Cow,9,2.71,4.3,4.7,1,0,0,79.4294
Cat,12,27.88,7.2,2.8,1,1,0,33.949
Dog,15,45.69,9.7,2.9,0,1,0,27.4607
Rabbit,11,30.3,8.4,7.0,0,0,1,29.7194
Cow,9,10.59,5.7,1.1,0,0,0,4.5154
Dog,1,3.25,2.2,8.3,1,0,0,70.2493
Cow,10,14.18,4.3,5.7,1,1,1,14.1624
Cat,6,20.88,7.5,1.6,1,0,1,3.1226
Cat,5,49.23,5.3,1.7,1,1,0,21.9893
Cat,1,43.06,1.4,9.3,1,0,1,15.4455
Rabbit,1,1.17,9.2,2.7,0,1,0,39.5025
Cat,13,44.0,5.9,2.8,0,0,1,38.9868
Cat,9,28.58,4.9,2.9,1,1,0,24.5159
Dog,15,27.21,7.0,9.3,0,1,0,13.0697
Dog,11,35.0,2.6,10.0,0,1,0,13.813
Rabbit,5,2.24,8.6,9.6,1,0,1,47.3816
Rabbit,9,26.65,8.5,8.5,1,0,1,9.6973
Cat,6,22.01,9.8,4.3,1,0,1,17.3288
Dog,2,41.56,4.2,5.3,1,0,0,91.1092
Dog,9,43.91,8.2,1.5,1,0,0,90.5682
Rabbit,13,46.98,5.7,1.1,0,1,1,40.2851
Rabbit,5,47.8,8.4,2.9,0,0,0,36.133
Cat,1,42.65,8.8,8.7,0,0,0,7.074
Rabbit,11,7.78,9.2,7.6,0,0,0,34.1617
Rabbit,5,31.85,4.7,3.7,1,1,1,1.5701
Cow,7,29.78,5.6,9.3,1,0,0,58.0671
Cow,10,29.11,5.4,2.4,0,1,0,19.8152
Rabbit,12,8.68,3.2,4.6,0,1,0,27.3344
Cat,11,1.67,8.0,5.2,0,0,1,5.292
Cat,8,27.4,5.5,8.8,0,0,1,35.7336
Cow,6,23.25,5.8,2.9,1,1,0,30.1024
Cow,4,35.37,1.1,6.9,0,0,1,31.4112
Cat,11,24.52,4.8,4.9,0,1,0,38.0939
Cat,11,13.48,9.8,2.9,0,0,1,15.6524
Cat,1,11.76,2.9,8.7,1,0,1,3.0185
Cat,14,8.38,6.8,4.5,1,0,1,44.1329
Cow,5,32.13,6.2,5.0,1,0,0,80.8423
Dog,6,17.54,5.9,6.0,0,0,0,11.4692
Cat,3,12.75,6.9,8.7,1,0,0,78.0773
Cat,6,32.3,4.7,4.3,1,1,0,40.5506
Cow,1,2.9,6.3,4.3,1,1,1,12.8634
Cow,2,26.56,1.4,9.1,1,1,1,8.6765
Cow,7,31.56,8.1,6.1,1,0,1,39.998
Cat,6,37.23,5.0,2.5,1,1,0,36.4758
Cow,4,34.47,2.3,6.8,0,1,0,4.139
Dog,2,49.27,2.5,1.8,0,1,1,42.9377
Rabbit,14,39.23,7.9,3.7,0,1,1,42.4712
Cow,10,22.99,2.1,7.9,0,0,0,37.5026
Cow,15,30.59,3.0,5.7,0,0,0,6.4442
Dog,12,1.23,4.1,6.3,1,1,1,7.4534
Cow,5,6.94,9.4,5.9,1,0,0,95.269
Cat,9,31.66,6.5,4.3,1,1,0,11.8801
Cat,5,48.7,2.5,9.7,0,1,1,3.1148
Cat,3,44.52,3.4,3.9,1,0,1,24.9154
Cow,11,7.08,1.6,8.7,1,1,1,21.6912
Cat,6,31.03,4.2,4.5,0,0,0,8.1341
Rabbit,2,35.71,2.5,5.8,1,1,1,24.4892
Cow,12,29.1,3.1,4.8,0,1,1,28.985
Dog,5,34.18,9.7,6.8,1,1,0,10.8788
Cow,9,3.7,8.5,2.3,1,0,1,37.1742
Dog,6,43.63,5.0,7.3,1,0,0,56.6409
Dog,10,19.06,3.3,8.7,1,1,1,32.4362
Cat,5,28.1,1.1,8.6,0,1,1,20.4889
Rabbit,13,35.7,9.2,5.7,0,0,0,45.6729
Rabbit,2,9.66,8.7,5.7,1,1,0,13.5796
Dog,3,46.49,5.7,3.8,0,0,1,29.2979
Cow,2,48.18,8.0,6.1,1,1,0,18.6281
Cow,12,24.54,2.3,3.7,1,0,1,2.6033
Cat,11,11.06,9.9,4.1,1,0,1,46.5508
Dog,13,37.94,8.0,8.6,0,1,1,21.0152
Rabbit,8,8.03,9.4,6.1,0,1,0,20.0151
Cat,15,38.8,4.0,4.2,1,1,0,4.7535
Dog,5,5.73,3.6,2.0,0,1,0,22.151
Cat,1,17.65,4.4,4.5,0,0,1,21.1732
Cow,12,41.97,7.7,7.3,0,0,0,14.7666
Rabbit,8,24.81,3.3,4.3,0,1,0,22.1148
Cow,2,32.45,1.8,6.0,0,1,1,47.1678
Cat,14,12.18,6.4,3.6,1,1,1,30.0471
Dog,4,5.05,3.5,6.5,1,0,0,72.1898
Rabbit,15,8.26,6.1,4.7,0,1,0,26.2722
Cow,15,28.31,3.8,5.2,1,0,1,37.149
Cow,4,7.08,9.1,8.0,1,1,0,32.5453
Dog,15,18.32,6.2,3.1,0,0,1,21.2019
Rabbit,8,33.81,8.0,6.9,1,1,0,5.2341
Dog,9,16.23,5.0,5.5,1,1,0,18.6859
Rabbit,9,9.26,1.2,3.0,1,0,0,78.5063
Cow,9,26.73,8.0,5.2,1,1,1,35.2805
Cat,2,48.07,7.0,8.4,1,1,0,4.6688
Cat,4,13.07,5.1,7.0,1,1,0,46.6234
Rabbit,9,42.53,4.2,8.2,0,0,0,27.5596
Rabbit,15,34.9,7.2,1.1,0,0,0,43.815
Rabbit,14,31.43,4.9,6.3,0,0,0,4.695
Dog,3,3.32,8.0,8.8,1,1,0,33.0989
Dog,14,19.89,1.8,5.4,0,0,0,19.113
Cow,14,4.39,8.4,1.3,0,1,1,9.7361
Cow,3,10.04,1.0,8.3,1,0,0,70.7444
Cat,1,34.86,6.0,4.5,0,0,0,40.4852
Cat,9,2.69,3.4,2.9,1,1,0,44.0857
Cat,6,25.68,2.8,8.8,1,1,0,6.6391
Cat,15,33.56,7.2,4.3,0,1,0,48.3464
Dog,8,3.9,2.3,6.0,1,1,1,24.434
Dog,9,39.68,4.5,3.1,1,1,0,34.1609
Cat,5,9.98,8.8,1.7,0,0,1,44.3602
Rabbit,4,31.1,7.8,2.6,0,0,1,31.7254
Rabbit,2,29.88,7.3,6.4,0,0,1,5.7469
Cow,15,3.16,5.3,6.2,1,1,0,1.8125
Rabbit,4,26.9,4.8,7.5,1,1,0,6.4168
Cat,11,47.93,3.1,5.4,0,0,1,32.0841
Cat,14,13.31,9.3,9.5,0,0,1,34.4067
Rabbit,6,38.7,7.5,3.1,0,0,0,44.5294
Cat,11,45.77,7.5,6.6,0,1,0,7.4351
Rabbit,11,2.83,9.0,7.8,0,1,1,32.8444
Cat,1,13.97,3.5,4.0,0,0,1,24.9444
Cat,14,49.92,2.6,7.7,1,1,0,4.0808
Dog,6,45.29,2.0,7.2,1,0,1,34.6052
Dog,6,5.76,6.8,9.3,1,0,1,30.8157
Cat,3,32.86,2.1,5.9,0,0,0,0.0205
Cat,3,44.33,1.3,9.5,0,1,0,1.1786
Dog,14,23.61,4.2,5.7,0,1,1,26.9514
